tweet_id,tweet,image_url,content_type
1331295308492402694,Y does police torture in “Custody”. B’cos it confuses it with “कष्ट दी”। #BhartiSinghArrested #BhartiSingh #bharti #RheaChakraborty #ArnabGowswami #PoliceBrutality #custody,[],text
1331281784873517057,Proof strangulation mark on Sushant's neck &amp; other solid proofs ssr was killed #BB14 Shona Shona  #PrideOfIndianCinemaSURIYA #BiggBoss14 #ShehnaazGill #Fastest3MLikesForButtaBomma #CorruptionIsCorruption #Aari #SaraAliKhan #HrithikRoshan #CoolieNo1 #VarunDhawan #RheaChakraborty,[],text
1331270877128781825,"#RheaChakraborty So many days passed, CBI couldn't frame charge sheet against Rhea. No evidence. But Sushant fans are very satisfied abusing Rhea Chakraborty without valid evidence.",[],text
1331248718214033411,How is #RheaChakraborty ??,[],text
1331226810579750918,"All members of yuva shiv sena party of the likes of #varunsardesai #rahulkanal &amp; #sarnaik's brothers headed by 🐧gives vry negative vibes. All close to bullywood goons, All spewing venom against #SSR /@republic/@KanganaTeam. All rallying for #RheaChakraborty!  #SSRDeservesJustice",[],text
1331219074009821184,"@msshailjasharma Oh really??? Ab bura lag raha hai?? Tab bura nahi laga, when you guys witch hunted n humiliated #RheaChakraborty #AliaBhatt n many other actresses..???  Without any proofs?? Yahan tak u warriors gave them rape threats n called dem W***es.. Karma is a b***h.. Wont spare anyone...  https://t.co/oO8OKy2nmD",['https://pbs.twimg.com/tweet_video_thumb/EnlwrvBUcAMkzY2.jpg'],gif
1331209510728331267,"#ShwetaSinghKirti Accepts #SushantSinghRajput is no more; fine but please dont pester the living, accept that your brother was #drugaddict &amp; committed #suicide as confirmed by #AIIMS, there was no foul play &amp; #RheaChakraborty isnt responsible for his death  https://t.co/2Ft2POMUb8",[],text
1331203624798539777,#SSRDeservesJustice  #SushantSingRajput को कब मिलेगा न्याय? #TheNewsShots   👉  https://t.co/VMuwyO6ofP  #SSRJusticeDelayed #RheaChakraborty #CBIFastTrackSSRCase  https://t.co/8VRSj48dBD,['https://pbs.twimg.com/media/EnliokyVgAEWtpx.jpg'],image
1331160913970282496,"""सारे NCB Officers को मेरा सलाम""   #NCB #AttackOnNCB #SameerWankhede #BollywoodDrugProbe #SushantSingRajput #KrantiRedkar #DeepikaPadukone #MumbaiPolice #SaraAliKhan #RakulPreetSingh #RheaChakraborty #ArjunRampal #BhartiSingh #HaarshLimbachiyaa  WATCH NOW-  https://t.co/3Py9SiYsMJ  https://t.co/OvzeOY4t31",['https://pbs.twimg.com/media/Enk7y7VVoAUxpmM.jpg'],image
1331136365224886272,"Sir aisa nahi bolte #RheaChakraborty k liye! Apko shobha nhi deta! Aage aur bhi log hain, ye statemnt sb par fit bethega?",[],text
1331117643391135744,"#BhartiSingh campaigned for BJP Arrested by NCB ,recovered 86.5gm ganja from her.  Granted bail within a day  #RheaChakraborty arrested by NCB for consuming ganja but no evidence found.  After her bail application was cancelled for 3 times, she was granted bail after 1 month.",[],text
1331106151522418689,"#RheaChakraborty এর কাছে 59গ্রাম, @bharti_lalli এর কাছে 86গ্রাম গাঁজা আছে কেন্দ্রীয় গোয়েন্দারা খবর পেয়ে গেল আবার তাদের গ্রেফতারও করলো।কিন্তু 300kg #RDX কিভাবে ভারতে আসলো তার উত্তর এখনো দিতে পারলো না।কেন? @HMOIndia @PMOIndia @BJP4India @MamataOfficial @BJP4Bengal @amitmalviya",[],text
1331102266200256514,Not surprising  #RheaChakraborty was used in #SSRCase for #BiharElections but #BhartiSingh is #BJPs supporter  https://t.co/BMMuOxJvaj,['https://pbs.twimg.com/media/EnkGc4vVgAAxMB3.jpg'],image
1331101571933880323,We can see diminishing rate of democracy in India..Worse kind of political dictatorship is coming. But as History says such dictatorship will  get destroyed by itself . But many innocents will fall as its victims !!   #SSRDeservesJustice #BhartiSinghArrested #RheaChakraborty,[],text
1331101438030831617,We can see diminishing rate of democracy in India..Worse kind of political dictatorship is coming. But as History says such dictatorship will  get destroyed by itself . But many innocents will fall as its victims !!   #SSRDeservesJustice #BhartiSinghArrested #RheaChakraborty  https://t.co/v2Enj8cm3j,['https://pbs.twimg.com/media/EnkFj-WXcAATSiw.jpg'],image
1331096820773220353,Sri Reddy to reveal the #Tollywood Drug Abusers soon! #moviezupp  https://t.co/CouFPdCaEm #rakulpreetsingh #rheachakraborty #sanjanagalrani #srireddy #srireddynews #srireddyondrugsracket #srireddyteluguherosdrugs #teluguheroes #tollywoodactorsdrigs,[],text
1331080623880954022,#RheaChakraborty #JusticeForSushantSinghRajput #bjpdestroysdemocracy  https://t.co/UuuZKdJWbX,['https://pbs.twimg.com/media/EnjyxFSVEAY5DMc.jpg'],image
1331068126620839936,Are we hypocrites or ignorant?  #DrugMafiaVsNCB #RheaChakraborty  #SSRCulpritsRoamingFree  #SSR  #BhartiSinghArrested   Time to Legalize Ganja? | The True Story that no one talks about | The D...  https://t.co/MZSkUGvUHs via @YouTube,[],text
1330997930036236288,"#DrugMafiaVsNCB   Drugs are used in Bollywood since 1970s.  Governments come and go, no one does anything against it.   What did BJP do in 5 years?  NOTHING.  It WAS a WITCH HUNT, Mr @SudhanshuTrived  @BJP4India had to get Ms #RheaChakraborty in jail before the #BiharElections.",[],text
1330981842804232193,"It seems like some kind of joke happening #RheaChakraborty arrested den got bail, #BharatiSingh and her husband got bail #SushantSinghRajput 's murderer still nt found #dishasalian 's boyfriend yt nt caught . What drama going on? Aise mileyga justice ? @shwetasinghkirt @republic",[],text
1330205892957106183,"@BachchanJaya now what would you say about your so called ""THALI"".  #JISTHALIMKHATEUSSIMCHED #BhartiSinghArrested #deepikapadukone #RheaChakraborty  You destroyed the image of @SrBachchan.",[],text
1330202000970178561,"गांजा मजा भी देता है, सजा भी देता है। #BhartiSingh #RheaChakraborty  #Deepika  #NCB",[],text
1330194159576240128,"THE entire crew of The #KapilSharma  including #BhartiSingh mocked #ArnabGoswami, @pradip103 , #NCB after #RheaChakraborty arrest . Now the entire world is laughing on them  Karma ! #ganja",[],text
1330189259576381452,#SalmanKhan #ShahRukhKhan #VarunDhawan #SanjayDutt #RanbirKapoor #Arjunkapoor #DeepikaPadukone #RanveerSingh #AliaBhatt #SaraKhan #VickyKaushal #Rakulpreet #RheaChakraborty #HritikRoshan #KaranJohar #arjunrampal #ManishaLamba #PreityZinta #HoneySingh,[],text
1330162870655606785,Ganja Ganja Ganja  🌿🌿🌿  #BhartiSinghArrested #bhartisingh #BollywoodDrugProbe #KapilSharma  #SSRJusticeDelayed @itsSSR  @narcoticsbureau #RheaChakraborty  https://t.co/8zzCwRdlCk,['https://pbs.twimg.com/media/EnWvoDGXEAIQgYE.jpg'],image
1330162753726722057,"#RheaChakraborty was arrested, kept in jail for 1 month. Comedian #BhartiSingh also got arrested in gaanza use But #NCB will never arrest #DeepikaPadukone just bcoz she is a big movie star and wife of a equally popular movie star. In eyes of law everyone should be equal.",[],text
1330162521706278912,#BhartiSinghArrested in #drugscase   Meanwhile #RheaChakraborty and #SanjayDutt  https://t.co/08ZS9w82hy,['https://pbs.twimg.com/media/EnWvwPhWEAgH1ID.jpg'],image
1330161923753713671,सुशांत सिंह राजपूत के अकाउंट में हुई थी करोड़ो की पेमेंट #SushantSinghRajput | #CBI | #MumbaiPolice | #RheaChakraborty    https://t.co/3MZDK9AnJO,[],text
1330161598783246336,सुशांत सिंह राजपूत के अकाउंट में हुई थी करोड़ो की पेमेंट #SushantSinghRajput | #CBI | #MumbaiPolice | #RheaChakraborty    https://t.co/tCfdSHlGqn,[],text
1330159347612184588,"Fascists are only going after soft targets, first they crucified #RheaChakraborty for there politics than they harassed deepika, sara, shraddha kapoor &amp; thereafter Firoz Nadiadwala wife and today #BhartiSingh as if only women are doing drugs here.",[],text
1330158963669733379,All the 'feminists' who got trigerred when NCB arrested #RheaChakraborty are silent at #BhartiSinghArrested   Moti hain isliye? Or not from Bhatt harem?,[],text
1330155834479947778,why we  are watched the drug paddlers show they are not worth they all bollywood are drugi. I want to request NCB please check each and every bollywood celebrities. they all are  charsi. please do action on it. and banned him. #BhartiSinghArrested  #RheaChakraborty  #Deepika,[],text
1330150514261176324,Why is #Bollywood not coming out in dozens to support #BhartiSingh as they did for #RheaChakraborty,[],text
1330139470184796160,"@Bittu_Tufani इनको पकड़ो, तब मानें #SalmanKhan #ShahRukhKhan #VarunDhawan #SanjayDutt #RanbirKapoor #Arjunkapoor #DeepikaPadukone #RanveerSingh #AliaBhatt #SaraKhan #VickyKaushal #Rakulpreet #RheaChakraborty #HritikRoshan #KaranJohar #arjunrampal #ManishaLamba #PreityZinta #HoneySingh",[],text
1330138383549685760,@Shubham17398095 @republic #SalmanKhan #ShahRukhKhan #VarunDhawan #SanjayDutt #RanbirKapoor #Arjunkapoor #DeepikaPadukone #RanveerSingh #AliaBhatt #SaraKhan #VickyKaushal #Rakulpreet #RheaChakraborty #HritikRoshan #KaranJohar #arjunrampal #ManishaLamba #PreityZinta #HoneySingh,[],text
1330136990361247751,Jab #RheaChakraborty chhut sakti hai toh Bharti toh usse bhi Jyada famous hai,[],text
1330131253752983556,"@shwvya @1999Luthra @SubhamGangdeb @sunshineshah @Pritir11 @Iamkomal13 @ritumanik @Lipii23 Well, someone in this thread is saying this zeher is 'legal' 'safe' 'harmless' 'even Shivji used to take'..hence its certified by GOD..hence #Bollywood takes it..hence we should all take it! Then, this natak👇  #BhartiSingh #NCB #SSRians #bharti #RheaChakraborty #DeepikaPadukone  https://t.co/QIa4oHSIGi",['https://pbs.twimg.com/media/EnWTU0TW8AA1b3h.jpg'],image
1330126438201253891,@shwvya @1999Luthra @SubhamGangdeb @sunshineshah So their excuse is.. they were just taking Shivji ka Prasad..!!  #BhartiSingh #SSR #SSRians #DeepikaPadukone @Pritir11 #drugscase #SaraAliKhan #Bollywood #Bharti  @Iamkomal13 @ritumanik #RheaChakraborty @Lipii23 #arnab #republicbharat #AmitShahExpediteSSRCase  https://t.co/RArbpprdH7,"['https://pbs.twimg.com/media/EnWO7-oXIAMDvzF.jpg', 'https://pbs.twimg.com/media/EnWO8NLXIAAkJyJ.jpg', 'https://pbs.twimg.com/media/EnWO8cCXEAA54QC.jpg']",image
1330107210920325120,ఎన్సీబీ అదుపులో భారతీ సింగ్ దంపతులు..  డ్రగ్స్ కేసులో బాలీవుడ్‌ కమెడియన్ ఇంటిపై దాడులు  https://t.co/BfpDcPBY4b #sushantsinghrajput #bhartisingh #rheachakraborty #deepikapadukone #shraddhakapoor #saraalikhan #bollywood,[],text
1330107207707467776,ఎన్సీబీ అదుపులో భారతీ సింగ్ దంపతులు..  డ్రగ్స్ కేసులో బాలీవుడ్‌ కమెడియన్ ఇంటిపై దాడులు  https://t.co/fklx9CxNHI #sushantsinghrajput #bhartisingh #rheachakraborty #deepikapadukone #shraddhakapoor #saraalikhan #bollywood,[],text
1325141627996950528,"Showik Chakraborty seeks bail for the third time, cites SC ruling in drugs case | People News  https://t.co/ZMXzL4B6ZQ #drugscase #ncb #rheachakraborty #showikchakraborty #sushantsinghrajput #sushantsinghrajputdeath",[],text
1325137579369361416,@pradip103 #SSR didn't even leave a suicide note but #RheaChakraborty is guilty according to you. #AnvayNaik left a suicide note naming #ArnabGoswami but Arnab is innocent.  Aisa kaisa chalega Pradeep?,[],text
1325137033585590284,@republic Bhakton ye murder case me gaya hai jaise #RheaChakraborty  jail gai thi,[],text
1325129659206389762,"Before Bom HC Harish Salve elaborately explained the ingredients of Sec 306 IPC &amp; rightly submitted how ""Abetment of Suicide"" is inapplicable in case of #Arnab ... Does he and @republic now realise as to how it was inapplicable in the case of #RheaChakraborty as well?",[],text
1325121860434980872,Did @Republic_Bharat @republic and #ArnabGoswamy ever imagine that a day will come when #RheaChakraborty will watch arnab in jail from outside ...This #RheaChakraborty is the real #Don,[],text
1325113589015916551,Rhea Chakraborty’s Brother Showik Chakraborty Seeks Bail Plea For Third Time  Know More :  https://t.co/COSbqHvEhA  #ShowikChakraborty #RheaChakraborty #SushantSinghRajput #drugscase #Bollywood #SSRDeathCase #MovieUpdates  #Tollywood #Manacinema #BrakingNews #TodayNews,[],text
1325095778126192640,#RheaChakraborty 's Brother #ShowikChakraborty  Once Again Files Bail Plea   He has not been granted bail despite filing repeated petitions. The high court earlier denied granting bail to #Showik on the grounds of voluntary statements made by other accused in the case.,[],text
1325088055644942336,"रिया के भाई ने कोर्ट में दायर की जमानत याचिका, SC के इस फैसले को बनाया आधार  https://t.co/Wr3IM7U263  #RheaChakraborty #ShowikChakraborty #NDPS #DrugCase #JusticeForSSR #BollywoodCelebs #BollywoodNews #BollywoodNewsInHindi  https://t.co/wDTkDPfVO0",['https://pbs.twimg.com/media/EmOokJ3VcAAHpdL.jpg'],image
1325087297444827142,"रिया के भाई ने कोर्ट में दायर की जमानत याचिका, SC के इस फैसले को बनाया आधार  https://t.co/Wr3IM7U263  #RheaChakraborty #ShowikChakraborty #NDPS #DrugCase #JusticeForSSR #BollywoodCelebs #BollywoodNews #BollywoodNewsInHindi  https://t.co/2NlXaO12oK",['https://pbs.twimg.com/media/EmOn4B7UcAAWiTH.jpg'],image
1325086539274088449,"रिया के भाई ने कोर्ट में दायर की जमानत याचिका, SC के इस फैसले को बनाया आधार  https://t.co/Wr3IM7U263  #RheaChakraborty #ShowikChakraborty #NDPS #DrugCase #JusticeForSSR #BollywoodCelebs #BollywoodNews #BollywoodNewsInHindi  https://t.co/jZS83H8Xx9",['https://pbs.twimg.com/media/EmOnL6BVgAAknE3.jpg'],image
1325082110298710021,"In jail for 2 months, Showik files fresh bail plea @Tweet2Rhea #ShowikChakraborty #RheaChakraborty #RheaChakraborthy #NCB #SushantSinghRajput #sushantsinghrajputdeathcase #ArnabWeAreWithYou #IndiaWithArnab #ArnabGoswamiArrested   READ▶️▶️ https://t.co/zfXngOKQ2A  https://t.co/CF2KkuODVW",['https://pbs.twimg.com/media/EmOjJZMVcAEseH8.jpg'],image
1325081880291471366,#RheaChakraborty was carried around in police vehicles like a Princess when she was a convict whereas Arnab was dragged and beaten so inhumanely. This is unacceptable!!#FreeArnabSaveDemocracy @AmitShah @PMOIndia @BJP4UP @sambitswaraj @pradip103,[],text
1325074414979883008,"Arrested over two months ago on peddling charges, actress Rhea Chakraborty’s brother Showik Chakraborty has moved a fresh bail plea in a special court in an NDPS case  #RheaChakraborty #ShowikChakraborty   https://t.co/9eKrG8F0Go",[],text
1325065982298087425,@OpIndia_com @Kaur_IshaSSR Who have bail to #RheaChakraborty  #FreeArnabSaveDemocracy  #JusticeShindeSoldOut,[],text
1325065434035441664,Rhea Chakraborty’s brother Showik Chakraborty Seeks Bail Plea for third time  👉🏻 https://t.co/uXqlbzGSw6  #ShowikChakraborty #RheaChakraborty #SushantSinghRajput #drugscase #ManaCinema #Bollywood #SSRDeathCase,[],text
1325060466767400965,#RheaChakraborty’s brother #Showik files a new bail plea in the Special #NDPS Court  #BollywoodBubble    https://t.co/GP8tLvmx2X,[],text
1325053668614311941,"Arrested over two months ago on peddling charges, actress #RheaChakraborty's brother #ShowikChakraborty has moved a fresh bail plea in a special court in an NDPS case, his lawyers said on Saturday.  Photo: IANS (File)  https://t.co/TIpWYYvU22",['https://pbs.twimg.com/media/EmOJIp0UcAA1Jzn.jpg'],image
1325053300417286145,Rhea Chakraborty's brother Showik files fresh bail application in Special NDPS Court  https://t.co/XdLjkeM2Lb #SushantSinghRajputCase #showikChakraborty #RheaChakraborty,[],text
1325051833455292418,"Showik Chakraborty approaches Special NDPS Court, files bail application for 3rd time   https://t.co/HLa7uDJsNg   #ShowikChakraborty #RheaChakraborty #NarcoticsControlBureau #NDPS #Mumbai #MumbaiPolice #SushantSinghRajput #Bollywood",[],text
1325032922609569792,अभिनेत्री रिया चक्रवर्ती के भाई शौविक को सितंबर में NCB ने गिरफ्तार किया था. इसके बाद से यह शौविक की जमानत पर रिहा होने की तीसरी कोशिश है.   #RheaChakraborty  #NCB    https://t.co/R2YsAFV20A,[],text
1305936291549249536,The most important development in #CBIForSSR Is happening finally it will take teh case to come conclusion    https://t.co/vBCJpv8jQK  #SushantTruthNow #SushantCaseBreakThrough #SushantSinghRajputDeathCase #RheaArrested #RheaChakraborthy #RheaChakraborty #ncbupdates #JayaBachchan,[],text
1305936220929716224,"सोनम कपूर, ज़ोया अख्तर समेत कई हस्तियों ने मीडिया को लिखा खुला खत - '#रिया_चक्रवर्ती को फंसाओ' ड्रामा चल रहा है   #RheaChakraborty   https://t.co/HTjkACYTGV",[],text
1305935920730787840,Read on to know more!  #SushantSinghRajput #RheaChakraborty #SaraAliKhan   https://t.co/Rp8BgpF6Nl,[],text
1305934944426844160,"C FE story on this:  Though cannabis seizures aren't that big, most Maharashtra narcotics arrests are cannabis-related,mostly small users arrested @Tweet2Rhea #RheaChakraborty Data from @Vidhi_India Bollywood biggies who use solid drugs aren't even touched  https://t.co/G2vAJ44acp",['https://pbs.twimg.com/media/EhgujFIUcAAy7n7.jpg'],image
1305934519711576065,@PandaJay You are acting like comedian now a days.. your @otvnews  channel is showing what #RheaChakraborty  doing in jail. And no news on #unemployment issue . Wah sir . You don't forget this is recored on our digital note. I think your media is more danger than drug cartles .,[],text
1305933507013697536,Bhakt is arguing on Twitter and Media over Jaya Bachchan speech on bollywood.  Make sense 😂😂 on engineering Day. 24%unemployment rate hai to yeh hona hee tha!! 💯 #RheaChakraborty #5Baje5Minutes #KangnaRanaut,[],text
1305932459289182213,So @anjanaomkashyap Ji says that sushant is not here to defend the allegations(drug addict and all)toh ma'am jo zinda hai (#RheaChakraborty)usko koi defend kare aapko takleef hai !Ek baar interview dikha dia or again witch hunt start hai aapka! your'e a hypocrite #JusticeForRhea,[],text
1305932428993679360,"Anurag Kashyap, Sonam Kapoor, Zoya Akhtar pen open letter to media to stop Rhea witch-hunt. The letter has been signed by 60 organisations and 2,500 individuals. #RheaChakraborty #SushantSinghRajputCase   https://t.co/aSsDsd8SiF",[],text
1305931950385844224,"Support Palghar Case and SSR really, inke case to active hai ✋ 👇👇  SSC CGL exam was conducted in 2018 and the final result has not been declared yet.  Farmers in Punjab, UP and Telangana protest against Centre’s farm sector ordinances.  🖕🖕   #RheaChakraborty #KangnaRanaut",[],text
1305931840751108096,"@PriyaNaresh16 @navikakumar Navika madam, Twinkle khanna called out Indian journalism as vultures for #RheaChakraborty specially channels or media which are supporting Sushant! Why the hell you are doing this!!?? I mean on which side you are?! I dont think she is supporting centre for anything!",[],text
1305931514824151040,@realDonaldTrump do you started watching Indian news channels ??  #RheaChakraborty #BollywoodDrugDebate,[],text
1305931477100556288,@smitaparikh2 @sonamakapoor @republic @Swamy39 B’town supporting #RheaChakraborty even after when there R evidences of her being connected to Drug pedlars.. Oh God..LOL!! B’town is so selfish that they won’t even stand to support AB if required. They R not with Rhea..simple and straight fact is they R against #KanganaRanawat,[],text
1305931443906859008,@realravikishn सुनने मे आ रहा के उनके “घर” के थाली मे ही बडा “छेद” हो गया है??!!! #बोल_बच्चन #NCB #RheaChakraborty,[],text
1305930733840510976,just wondering why #TRP_का_दल्ला_चरसी_अर्नब is in trnding list suddenly? according 2 my knwldg #RheaChakraborty hs nt tkn his name. thn suddenly i rmmbr todays show and the speech of #ArnabGoswamy  now i can relate. its the effect of anger of the fans! #Nation_With_ArnabGoswami,[],text
1305930314439483392,Its an UNPOPULAR OPINION👇 #SushantSinghRajput Died💔(suicide/murder)3 months ago and leaves this world physically!but he has murdered many who are present physically!and that people been murdered mentally everyday! #JusticeForRhea #RheaChakraborty @Tweet2Rhea #JusticeForSSR,[],text
1305930195732328448,@sonamakapoor B’town supporting #RheaChakraborty even after when there R evidences of her being connected to Drug pedlars.. oh my God..LOL!! B’town is so selfish that they won’t even stand to support AB if required &amp; they r with her.They R not with Rhea..fact is they R against #KanganaRanawat,[],text
1305929894958780416,@KanganaTeam ये बाबा साहेब फाल्के कौन थे ? आपके क्या लगते थे..  #JusticeForRhea #JusticeForRheaChakroborthy #GutterBollywood #KanganaRanawat #Kangana #RheaChakraborty #BollywoodDrugDebate #JayaBachchan_is_right #RaviKishan #JayaBachchan #UddhavThackeray,[],text
1305929835353579520,Enforcement Directorate (ED) might initiate action against #RheaChakraborty and her family in connection with #SushantSinghRajput case.   https://t.co/Hd1BsBFeYS,[],text
1305929441332396033,"#KaranAanand says, ‘Full Bollywood is not involved in drugs’. #SushantSinghRajput #RheaChakraborty  https://t.co/NYetIliHpD",[],text
1305928869791371265,बॉलीवुड की कई हस्तियों ने मीडिया पर #RheaChakraborty के पीछे पड़ने का आरोप लगाया है। #SushantSinghRajputCase   https://t.co/k0zp4D47g8,[],text
1305928829127372803,@shwethavishwan3 @nithin_yogal AI voice detecting app it seems was passed on to penguin by #RheaChakraborty. It was dis app that was announced by him that BMC will use for detection of #Covid_19 . Suddenly thr is no news about the use of dis app. Daya kuch to gadbad hai.,[],text
1305928724202749953,"Sushant's Phone Had No Activity From 13th June, 2:30 PM; Testimonies Questioned #SushantSinghRajput #SSR #NoActivity #RheaChakraborty   https://t.co/5spwQzN7xW",[],text
1305928087134060544,@KanganaTeam what if it was not #RheaChakraborty but it was you  or all those who are up against her ? @taapsee @sardesairajdeep @navikakumar @republic @RubikaLiyaquat,[],text
1305927893424381953,"#AnuragKashyap, when are you making a film ""UDTA MUMBAI""? You can take your favorite #RheaChakraborty in the lead role.  #wakeupbollywood #JayaBachchanShamlessLady",[],text
1305926945272602627,Daughter openly supported #RheaChakraborty few days ago. Mother endorsed it today in Parliament. My request to @narcoticsbureau is that investigate the #DrugMafiaOfBollywood properly &amp; you will get big names. #JayaBachchanShouldApologize  https://t.co/HBkwQMSOFW,[],text
1305926920136081410,@IndiaToday @taapsee @sardesairajdeep u r d haramkhor (naughty) who said #SSR is not a great celebrity to discuss on media. Now is #RheaChakraborty a celebrity that u e discussing about her??? Shame on u. #BoycottBollywood #BoycottIndiaToday #boycotttaapsee,[],text
1305925787028078592,"NCB ne CBI se manga Sushant Case se jude saare electronic saboot, es angle mein bhi hogi jaanch #RheaChakraborty #SushantSinghRajput #SSRkiSIT #WeStayUnited4SSR #NCB #Drugs #Bollywood. @Justice_Sushant @TeamSushant @Team_SushantSR. Video 👇  https://t.co/FceBqzhdxk  https://t.co/KUe0rrb2eH",['https://pbs.twimg.com/media/Eh-UlPbVgAAJ3g0.jpg'],image
1305925681814016008,"Yes. From #Rhea to #Jaya , it's women everywhere. #JayaBachchan #RheaChakraborty",[],text
1305925010679234565,"एनसीबी ने रिया से पूछे थे 55 सवाल:रिया से पूछा था- सुशांत ड्रग्स लेता था, तो तुम उसके लिए ये अरेंज क्यों करती थीं? क्या तुम, तुम्हारा भाई और पिता भी ड्रग्स लेते थे?  https://t.co/9NLByKyJFc  #RheaChakraborty @narcoticsbureau #SushantSingRajputDeathCase  https://t.co/GumkJhISu8",['https://pbs.twimg.com/media/Eh-TsgHUMAIABe0.png'],image
1305924992576573440,"Rhea ko ED ka bulawa, saare kaagjaat lekar es din hongi haazir, kaise milegi jail se permission? #RheaChakraborty #SushantSinghRajput #SSRkiSIT #WeStayUnited4SSR #Bollywood #drugs. @Justice_Sushant @TeamSushant @Team_SushantSR @BasChillMaar. Video 👇  https://t.co/kqsPBmzaCB  https://t.co/Z5Hx8PQGCC",['https://pbs.twimg.com/media/Eh-T2_1U8AE5kF3.jpg'],image
1305924326978330625,"Kisano ko dande pad rahe hai, baki sab Kangana mein busy hai  #SSRTrueStory #RheaChakraborty   https://t.co/51d8w8VAZq",[],text
1305921613494247424,@ndtv B’town with #RheaChakraborty even after when there are evidences of her being connected to Drug pedlars.. LOL!! B’town is so selfish that they won’t even stand to support AB if required. They are not with Rhea..fact is they are against #KanganaRanawat,[],text
1305921509232316416,@TimesNow @ravikishann @thenewshour B’town with #RheaChakraborty even after when there are evidences of her being connected to Drug pedlars.. LOL!! B’town is so selfish that they won’t even stand to support AB if required. They are not with Rhea..fact is they are against #KanganaRanawat,[],text
1305921374557360128,@TimesNow @daliptahil @thenewshour B’town with #RheaChakraborty even after when there are evidences of her being connected to Drug pedlars.. LOL!! B’town is so selfish that they won’t even stand to support AB if required. They are not with Rhea..fact is they are against #KanganaRanawat,[],text
1305921207930241025,B’town with #RheaChakraborty even after when there are evidences of her being connected to Drug pedlars.. LOL!! B’town is so selfish that they won’t even stand to support AB if required. They are not with Rhea..fact is they are against #kangana #JusticeForSSR #BycottBollywood,[],text
1305918865998716928,Please rate my 1st art 🙏🏼🙏🏼  #RheaChakraborty  https://t.co/VgMfxYOD0g,"['https://pbs.twimg.com/media/Eh-OQeKUwAA9CWR.jpg', 'https://pbs.twimg.com/media/Eh-OSV_UwAEyy3q.jpg']",image
1305918841143222272,उमर खालिद के लिए 11 लाख पेज का रिकॉर्ड और रिया के कॉल रिकॉर्ड रखने वाली मोदी सरकार के पास मज़दूरों की मौत का कोई रिकॉर्ड नहीं!  #UmarKhalid #RheaChakraborty #MigrantWorkers #ModiGovernment,[],text
1305918751230091264,बॉलीवुड हस्तियों ने ‘खुला पत्र’ लिखकर मीडिया पर लगाया रिया चक्रवर्ती के पीछे पड़ने का आरोप  Read:  https://t.co/zNuZuKTy8X  #BollywoodForRhea #UDTABollywood #BollywoodDrugDebate #Bollywood #RheaChakraborty,[],text
1305916412511137792,"If only @BJP4India had not ruined their credibility by launching the vicious propaganda against a lone woman going after #RheaChakraborty, to the accompaniment of outright misogynistic anti-Bengali SM filth by #Raytas! The #LeLi gang would have no standing today...",[],text
1305915679426539520,Nepotism in Bollywood Part 2 - The Story from Inside  Link in the bio!  #sushantsinghrajput #rheachakraborty #nepotism #bollywoodnews #bollywoodmovies #bollywoodactresses #bollywoodhot #bollywood #indianactor  https://t.co/p8JMtxGj6m,[],text
