,tweet_id,tweet,image_url,content_type,lang
55,1375015435645693953,#Thankyou Kyle MacDonald   https://t.co/ieMQ1bKaSK   for following us!  #visit our #Facebook  https://t.co/0JCJCGbXly   visit website  https://t.co/LPTBuXm8M9    #Dowry #498a #FakeCases increasing #PurushAayog #MensCommission required #MensRights are #HumanRights  protect #FathтАж,[],text,en
104,1289788708581908480,watch this if you miss your school life. new video out. click the link below.  https://t.co/puEpwF6FiP #school #schoollife2020 #schoollife #carryminatiroast #carryminati #roast #harrythedope #harrypotter  https://t.co/rOS6fzCqdE,['https://pbs.twimg.com/media/EeY_jkkVAAAHrnQ.jpg'],image,en
109,1330155834479947778,why we  are watched the drug paddlers show they are not worth they all bollywood are drugi. I want to request NCB please check each and every bollywood celebrities. they all are  charsi. please do action on it. and banned him. #BhartiSinghArrested  #RheaChakraborty  #Deepika,[],text,en
62,1331101438030831617,We can see diminishing rate of democracy in India..Worse kind of political dictatorship is coming. But as History says such dictatorship will  get destroyed by itself . But many innocents will fall as its victims !!   #SSRDeservesJustice #BhartiSinghArrested #RheaChakraborty  https://t.co/v2Enj8cm3j,['https://pbs.twimg.com/media/EnkFj-WXcAATSiw.jpg'],image,en
115,1423529060693471236,Ambedkar's followers always wants britishers to interfere in our country's internal matter. #JusticeForSwapnilPandey,[],text,en
102,1277676721089597441,#IPC376 misused as per wishes of #FeministMafia They don't believe in #JudicialProcedures &amp; Want favourable orders else #JudicialCriticism #SupportJusticeKSDIXIT as their r #NoLaws4Men,[],text,en
87,1374632103304855556,@kiranshaw Will not take part in ANY movement until Section #498a is amended.  Indian middle class is being massacred by bad evil people using these biased laws.,[],text,en
99,1277855353544179712,@sharmarekha @tiktok @PMOIndia @narendramodi Good now atleast the vulgarity of #FeministMafia will not be visible for quite sometime.,[],text,en
103,1374525993449234433,ЁЯШвЁЯШвЁЯШвЁЯдХЁЯдХ not sure marring a ЁЯСй or a ISIS #FakeCase #498A,[],text,en
17,1330158963669733379,All the 'feminists' who got trigerred when NCB arrested #RheaChakraborty are silent at #BhartiSinghArrested   Moti hain isliye? Or not from Bhatt harem?,[],text,en
23,1281908393498861568,Indian roasting master the of roasting Carryminati is a hacker  #carryminati #carryminatiroast #carryminativideoback #carryminati #theArtaofBadWordw   https://t.co/PNPZCkyqNH,[],text,en
48,1374410240481841156,"@ritikawaii If they need examples, tell them to study cases of #498a accusers &amp; speak to their husbands, the students will likely find that vast majority could fit into their definition of ""fake feminists""...",[],text,en
9,1331117643391135744,"#BhartiSingh campaigned for BJP Arrested by NCB ,recovered 86.5gm ganja from her.  Granted bail within a day  #RheaChakraborty arrested by NCB for consuming ganja but no evidence found.  After her bail application was cancelled for 3 times, she was granted bail after 1 month.",[],text,en
121,1374375198749691920,"A good son, A good friend, A good brother, A good student, A good employee, A good citizen becomes a criminal out of sudden! why? how? what crime he did?  he married a #498A woman!  Doing Marriage is a crime! #feminismiscancer #fakecases",[],text,en
64,1283631986670571525,@cskkanu @SwatiJaiHind @sharmarekha @NCWIndia should declare a daily prize distribution for such lecherous #AblaNari as this is what is expected from #GenderBiasedLaws  #CrimeByWomen is on rise due to #FeministMafia  @smritiirani @rashtrapatibhvn @rsprasad @HMOIndia @PMOIndia @RSSorg,[],text,en
41,1375064460814082048,@NCWIndia @pib_law @PIB_India @MIB_India @BOC_MIB @WCDOdisha @mp_wcdmp @MP_WCD Ensure proper destruction of husband and his  https://t.co/8bD4WCBxYjтАЩs empowerment means MONEY  by #dv or #125 or #498a,[],text,en
42,1423181669075341314,"Sc/ST act was given by Govt for deprived and suppressed. But now this act is  being used as ""Brahmastra"" against General Community. I request Govt. to revisit SC/ST act and stand with truth/Justice. #JusticeForSwapnilPandey @ABBEPJAGAT  @PMOIndia  https://t.co/TDfXmm9cmJ",['https://pbs.twimg.com/media/E73zqs6VkAQD5-6.jpg'],image,en
30,1279113834897104896,"Every time judiciary comments around rape laws being misused, #FeministMafia starts creating a controversy targeting the Hon'ble judges   Justice Krishna S Dixit of Ktka HC had to expunge the remarks this time.    #JudiciaryUnderFeminism #JudiciaryCompromised  https://t.co/mEFtokZ877","['https://pbs.twimg.com/media/EcBTPV4U4AAmqA-.jpg', 'https://pbs.twimg.com/media/EcBTP3NU8AAAbsg.jpg']",image,en
14,1276601101240766469,Epic video reminds of #FeministMafia #Feminazis drama to gain attention....  Women take advantage of fake drama to victimize innocent men...    https://t.co/QopOtFv66Z,[],text,en
16,1422951508547497986,#TMKOC #JusticeForDelhiCanttGirl #justiceforcabdriver #pheminisht #JusticeForSwapnilPandey  Not the first time when pheminisht making  allegations against innocent man ЁЯШ│ЁЯШ│ЁЯдЧЁЯШБ  https://t.co/19ofkli4hk,['https://pbs.twimg.com/media/E79W0gMVoAQSGen.jpg'],image,en
120,1281903837050093568,"Carryminati went from making careers in ""BigBoss"" to destroying careers on ""TIKTOK"".  Long way bro. #carryminati #carryminatiroast #TikTok .",[],text,en
84,1282914570198061057,Drawing @CarryMinati  #Yalgaar  This Drawing process video is up on my YouTube channelтд╡я╕П  https://t.co/pP0CXuyHsQ Mix media Drawing . . #carryminnati #carryminatiroast #yalgaarcarryminati #YouTuber #carryminatitiktokroast #carryminatifan #carrykajawaab #carryminatilovers  https://t.co/m1eBUD07sA,['https://pbs.twimg.com/media/Ec3SgmFUwAYoFMh.jpg'],image,en
110,1282005759765569536,@CarryMinati   #carryminati #carryminatiroast  Painting by @switzsonu  https://t.co/GB9PUKXZ5A,['https://pbs.twimg.com/media/EcqZbMiUcAAjWWI.jpg'],image,en
91,1280471317674778624,@rsprasad @narendramodi @IndiaPostOffice @cpmgup @AmitShah @myogiadityanath @BJP4India @BJP4UP @PMOIndia @rajnathsingh @RSSorg Dont spread #misandry the #FeministMafia @sharmarekha is already doing it and getting rightly snubbed by @smritiirani #CrimeHasNoGender  #GenderBiasedLaws  #MenToo #AblaNari is #coronavirus  @CPMumbaiPolice @Uppolice @PuneCityPolice @ShivSena @timesofindia @ndtv @CNN @BBCHindi,[],text,en
125,1277677604904943616,@MenWelfare @barandbench @LiveLawIndia @SFFNGO Independence of Judiciary is under threat from #FeministMafia,[],text,en
126,1374291945279909893,#Thankyou Mens Rights Activist_ЁЯЗоЁЯЗ│(BHARATH)   https://t.co/fqfXmXAa3L   for following us!  #visit our #Facebook  https://t.co/0JCJCGbXly   visit website  https://t.co/LPTBuXm8M9    #Dowry #498a #FakeCases increasing #PurushAayog #MensCommission required #MensRights are #HumanRigтАж,[],text,en
8,1374557108293672962,"@RahulGandhi A good son, A good friend, A good brother, A good student, A good employee, A good citizen becomes a criminal out of sudden! why? how? what crime he did?  he married a #498A woman!  Doing Marriage is a crime! #feminismiscancer #fakecases",[],text,en
37,1283281592257875968,@CarryMinati BRO THIS IS FOR YOUЁЯТЬтЭд HOPE YOU WILL LIKE IT..тЭг  #Edit #editing #carryminnati  #CARRY #photoshop #carryminatiroast #YouTube  https://t.co/tD0d2ZGnuF,['https://pbs.twimg.com/media/Ec8hnh9VAAAgCDY.jpg'],image,en
74,1282033720199770112,*GTA V High Cpu Usage Crash Fixed** This video helped me in fixing crashing due to High CPU Usage using GTA V    https://t.co/f1a2eAvffr via  @YouTube  #GTAVI #GTAV #GTAVOnline #GtaRolplay #COVIDуГ╝19 #carryminatiroast #gta #USA #Linux #Cyberpunk2077,[],text,en
0,1112055727491813376,роЗройрпНрокро╛роХрпНро╕рпНро▓ ро╡роирпНродрпБ роЕройрпНройрпЗ роЕро╡ройрпБроЩрпНроХ родрпЗро░рпНродро▓рпН роЖрогрпИропродрпНродрпИ ро╡рпИроЪрпНроЪрпБ роЗрокрпНрокроЯро┐ рокройрпНро▒ро╛ройрпБроЩрпНроХро│рпЗ роЕрокрпНрокроЯро┐ рокройрпНро▒ро╛ройрпБроЩрпНроХро│рпЗ ройрпНройрпБ роЖродроЩрпНроХрокрпНрокроЯрпБроорпН роЕроорпНрооро╛ роороХрпНроХро│рпН роорпБройрпНройрпЗро▒рпНро▒ роХро┤роХ родрпЛро┤роорпИроХро│рпБроХрпНроХрпБ роиро╛ройрпН  роЪрпКро▓рпНро▓ро┐роХрпНроХрпКро│рпНро╡родрпЖро▓рпНро▓ро╛роорпН тАж роЕродрпЖро▓рпНро▓ро╛роорпН роЪрпЗро░рпНроирпНродродрпБ родро╛ройрпН...  https://t.co/xLJrTrlxGZ,[],text,ta
1,1111824057341788160,Rangaraj Pandey рооро┐роХ роЕро░рпБроорпИропро╛роХ роТро░рпБ ро╡ро┐ро╖ропродрпНродрпИ роЪрпКро▓рпНроХро┐ро▒ро╛ро░рпН тАж роЕродро╛ро╡родрпБ роТро░рпБ роЪрпЖропрпНродро┐ропрпИ рокроХро┐ро░рпНро╡родро▒рпНроХрпБ роорпБройрпНройро╛ро▓рпН роироорпНроо роороХро│рпИ родро┐ро░рпБроорогроорпН роЪрпЖропрпНродрпБ ро╡рпИроХрпНроХрпБроорпН рокрпКро┤рпБродрпБ рооро╛рокрпНрокро┐ро│рпНро│рпИ рокро┐ройрпНройрогро┐ роХрпБро▒ро┐родрпНродрпБ ро╡ро┐роЪро╛ро░ро┐рокрпНрокродрпИ рокрпЛро▓ ро╡ро┐роЪро╛ро░ро┐родрпНродрпБ рокро┐ройрпН рокроХро┐ро░ ро╡рпЗрогрпНроЯрпБроорпН...  https://t.co/rUFvDq6hyb,[],text,ta
2,1266323000393035776,роКро░роЯроЩрпНроХро┐ро▓рпН роУро╡ро░рпН рокрпЛро╕рпН роХрпКроЯрпБродрпНродрпБ роЯрпНро░рпЖрогрпНроЯрпН роЖроХрпБроорпН ро░ро╣ро┐роЖ рокрпЛроЯрпНроЯрпЛ роХрпЗро▓ро░ро┐!  #RheaChakraborty #actressgallery    https://t.co/wKmj3cm33W,[],text,ta
3,1301932275198648321,ро░ро┐ропро╛ роЪроХрпНро░рокро░рпНродрпНродро┐ропро┐ройрпН роЪроХрпЛродро░ро░рпН роХрпИродрпБ: роХроЮрпНроЪро╛ ро╡ро╛роЩрпНроХро┐ропродрпБ роЕроорпНрокро▓роорпН #ShowikChakraborty | #RheaChakraborty | #SushantSingh | #SushantSinghRajput | #HinduTamil   https://t.co/iJsPdeCNS6,[],text,ta
4,1288539516291047424, https://t.co/3QqfsTS3zo родро╛ройрпН ро╡роЪро┐роХрпНроХрпБроорпН роЕрокрпНрокро╛ро░рпНроЯрпНроорпЖройрпНроЯро┐ро▓рпН роЙро│рпНро│ро╡ро░рпНроХро│ро╛ро▓рпН ро╡ройро┐родро╛ро╡рпБроХрпНроХрпБ роПро▒рпНрокроЯрпНроЯ рокро░ро┐родро╛рокроорпН... #RheaChakraborty #AjithismCDPOnJuly26 #VaathiComing #HappyBirthdaySuriya  #28YrsOfAjithismCDPBlast #VanithaApologise #Vanitha #MeeraMitun #ThalaAjth #ValimaiPanIndianRelease  https://t.co/QSpgvE4ICo,['https://pbs.twimg.com/media/EeHP1WzU8AIaLPl.png'],image,ta
5,1243409916922118144,роироЯро┐роХрпИ ро░ро┐ропро╛ роЪроХрпНро░рокрпЛро░рпНродрпНродро┐-ропро┐ройрпН ро▓рпЗроЯрпНроЯро╕рпНроЯрпН ро╣ро╛роЯрпН рокрпБроХрпИрокрпНрокроЯроЩрпНроХро│рпН #cinema_news #RheaChakraborty    https://t.co/fba0PHKxgK,[],text,ta
