,_id,tweet_id,tweet,image_url,content_type,language
331405,61cbf21316418412f84e7fa1,1218889461871730689,"A must visit--PADMANABHAM, one of the nicest, most relaxing &amp;satvik restaurants just opened in Delhi at Danpaty Connaught Place. Great food of diverse regions of India at reasonable prices  https://t.co/ZBNx1WjPC5",['https://pbs.twimg.com/media/EOpdfNhUEAAwfeT.jpg'],image,en
411079,61cc476554c87a43c8ec332c,1429659625633193984,"@fa4change donated 75kgs rice bags and groceries (total worth 10,091rs) to financially poor Mrs.Punnam Sunitha family at Kukatpally, Hyderabad on 22nd Aug,2021. Attached is the photograph of Mrs.Punnam Sunitha daughter with the groceries.  https://t.co/NDlDxhXTjS",['https://pbs.twimg.com/media/E9cr2YuUYAEQiTz.jpg'],image,en
459834,61d5e55a7b77dfb5f288aed7,1380470196914122758,@cynstepin And so there is. Thanks!,[],text,en
123034,61c2342e9249cc93bbd5712f,1383790212074000385,@pbhushan1 If anyone now see this guy with mask now pls give him one tight sl*p n tell him to remove it n roam n personally see what are pros n cons of not wearing mask.. 😅,[],text,en
379454,61cc2859347401f9a114f61f,1476019295876493319,@DaleG3476 Pancakes?  https://t.co/3ArQGShPE1,['https://pbs.twimg.com/tweet_video_thumb/FHvfuTmXIAU8Fye.jpg'],gif,en
343371,61cbf957559a4dfe31d8354e,1262372138176188417,@pepper_smoker @Ziyeah94 My lines made my stance on violence very clear. But people like you encourage violence against women and talk about it casually only because you have an issue with one opinion of mine,[],text,en
430088,61d5a96d7b77dfb5f2883aa5,1376594055514185730,"@MamataOfficial ,Didi,you are looking tired and unwell, please look after yourself. It's sad that such a big election and you are carrying it on your shoulders,alone...may God give you all the strength you need🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",[],text,en
396292,61cc2fc6b2f0112e4405936c,1457413632703270915,"@harbhajan_singh  apki jal rhi hai, to burnol use Karyn, or agr usse bhi thk na ho to rescue ko Khabar Karyn, milte Hain final main, matlb dekhna na bhoolna star sports p hamara final, with your players 😂😂😂 #PakistanTeam  #PAKvSCO",[],text,en
338375,61cbf6c39265885bc35f1128,1387560937385721856,"I’m disturbed to see Amanda Stoker pressuring the independent Human Rights Commission to step back from vital anti-racist work. Without dismantling racism at the systemic and institutional level, we don’t have a hope of eradicating it in our community.   https://t.co/6wGaNUZqaL",[],text,en
85937,61c1e312837af577b2930a84,1353023365498494977,"@rakusinha @rvaidya2000 @Chandankrishn13 @nistula Sickular logic : 1. Sectarian/Communal/Seditionary/Separatist cries are symbol of resistance, despite NO Govt action on them.  2. Holy phrases cannot be used, despite severe action from a Govt on those who uttered it as a symbol of resistance.   https://t.co/IJPvp8sdHE",[],text,en
321626,61cbeeef2be4b54bb8306582,1356174655715831810,@Being_Gobar She is not in India I guess otherwise how can she tweet,[],text,en
17068,61bc72b0065cab311e825083,1257426372361949188,"You show a sister love on Twitter by liking her picture, she takes a screenshot ati ""why are you stalking"" @DuwaLilia #WomenAreTrash",[],text,en
376692,61cc276e09a66127dd0b46ff,1308473194773450754,Amjad Ayub Mirza - Missing persons in China's Xinjiang province which is East Turkistan occupied by China  https://t.co/u9mti6xGPv  #kashmir #skardu #mirpur #anantnag #poonch #kulgam #pulwama #kupwara #Ladakh #BJP #bandipora #Baramulla #ganderbal #budgam #shopian #doda #reasi #kat,[],text,en
339916,61cbf7b39fc42cfb30e7a3e7,1286910688103821312,"“Our parliamentary system has created legislators largely unqualified to legislate,produced govts dependent on a fickle majority,spawned parties that are shifting alliances of selfish individual interests” writes @ShashiTharoor. Good debate  https://t.co/ioGcDnVKO1",[],text,en
346722,61cbfb4668b8e44d2c3a493c,1248502283563757568,@bhupenderunmute @Manekagandhibjp Thank you.,[],text,en
492714,61d611ca7b77dfb5f2892f47,1353749133991972864,"@sagarikaghose @rashtrapatibhvn Have seen shameless people before,but haven't seen someone like @sagarikaghose before.Who the hell is she to determine the authencity of Netaji's very own image?Does she expect artist Paresh Maity to consult her before painting Netaji's image?Isn't that shamelessly outeageous?  https://t.co/Go4FJZk163",['https://pbs.twimg.com/media/Esk-sL5W4AAJPvW.jpg'],image,en
442612,61d5cbd17b77dfb5f2886b91,1450870709828288517,@bainjal This man knows nothing about running the country efficiently .. has to go....,[],text,en
111918,61c2312b0c7c664fcf0d5455,1345652393883574273,@gauaggbjp Thank u,[],text,en
113666,61c231871039517af7afeb0b,1364848462949310464,"Popcorn time! NRI @SaketGokhale calling out desi @SaketGokhale :) BTW, @SaketGokhale when are you going to Sue @_amitbehere for calling you a fraud?",[],text,en
121195,61c23364f3e0f96f448e58f1,1351358333496692736,"Pakistani Agent Zoya in Tiger Zinda Hai says ""We (Pakistan) stand for peace""  That was when Ali Abbas Zafar @aliabbaszafar lost all credibility as a filmmaker 😀.  Tandav is just an extension to his mediocre work.",[],text,en
12545,61bc5fea09fe5528cc508931,1231474924935618560,"Men are becoming victims of #GenderBiasedLaws. Few people with malicious intention are targeting innocent men to grab money and to harrass the men &amp; their family members. Men should start reading #498A, #DVC &amp; #MC acts to protect themselves. @SIFHyderabad",[],text,en
390993,61cc2dd3ba0f5199e4b2d2a1,1226007411271458816,"Especially post marriage, most cases a woman is expected to dial down her successes and not ‘hurt a man’s ego’ even if the man himself is quite fine. ‘Society’ will have to remind her to keep the marriage working and basically stop working also. Marriage &gt; career. Husband &gt; work",[],text,en
316138,61cbec36bc0ffa329d48a885,1286330308845961216,@Joydas @Biorahul Ok will do thank you,[],text,en
195467,61cab3d9edf38430b71cd8dc,1281632658162765824,Coronavirus Airborne | Airborne transmission of COVID-19: WHO issues new guidelines; here’s how you can stay safe from coronavirus | Health Tips and  News   https://t.co/aAdGPqNRBS,[],text,en
383710,61cc29a1e2916442f00597db,1388166019798216710,Either you have a bit humanity left in you or you are from Pissfull community   disgrace to the humanity they are #RIPRohitSardana,[],text,en
382750,61cc294a72d32ffd80e36505,1412839951562162178,The point of this stinginess is to enrich and aggrandize powerful studio bosses. It’s to turn scumbags like Harvey Weinstein into ever more grotesque predators.,[],text,en
438658,61d5c1d57b77dfb5f2885c1f,1369696694019887104,@IJaising Absolutely! Live streaming will be the best solution to this convenient excuse of misreporting!,[],text,en
81244,61c1e14578e60889d95c6d26,1446543361549033472,@golokoxiana Still got you home safe bitch 😭,[],text,en
106776,61c22f970c7c664fcf0d51bd,1439937248938512386,Your phone number's last 2 digits = king kohli's run for todat match!   #RCBvKKR,[],text,en
349690,61cbfc72fa21987b44f302ec,1233373618589052930,@CleoPetrache This! This is exactly what I am going through. I can understand they have expectations but it's way too much stress to take in :(,[],text,en
322318,61cbef3446b7143db343a5e5,1168562065998401536,In conversation with Harish Salve  https://t.co/UxwLTho5TA  Exclusive to @TheLeaflet_in @LiveLawIndia @barandbench @rsprasad @BloombergQuint @BLaw,[],text,en
489612,61d60c7d7b77dfb5f2892329,1348941246048346112,"@meenakandasamy For the 1st time in my life, I felt good that I knew Hindi!",[],text,en
409600,61cc3563194a206b35343c9f,1401193140556603394,"If you will do good work, so how much good you will do? Will you do more than @SonuSood? No Na. So many people are calling him also Fake! Everyday so many people ask me to speak against him. But I know that he is honest and doing brilliant work for society!",[],text,en
445690,61d5d04d7b77dfb5f2887797,1351959001710227456,@ReallySwara What is the point of mentioning that you are a Hindu? Do you mean that if Hindus are not offended then people from other religions can not get offended? Didn't you feel offended when Charlie Hebdo happened?,[],text,en
41996,61c06cb7b4c50132b8ef19a5,1353374086085242896,"@Ateendriyo It happens with cats too! My neighbour has indian breed dog (कुत्ती). Oh man, what a loyal she is still! Even if all of family is outstation, she would ""rarely"" leave compound except for meals that I &amp; few others provide at such times! If taken care of, indian dogs are excellent.",[],text,en
422914,61d59a217b77dfb5f2881e9f,1400430139456905216,@SafooraZargar @_imaams Yes release all innocent activist political prisoners,[],text,en
485981,61d6071a7b77dfb5f28914fa,1430858676550524928,@Nidhi Since May 2014 right?,[],text,en
450670,61d5d8027b77dfb5f2888b0b,1391717690679566337,@taslimanasreen What shady propaganda is this?’ Please don’t take if You are scared but to spread misrepresentation of vaccines in the currrnt world when the level of its understanding as it is limited.,[],text,en
391591,61cc2e33b2f0112e44059037,1409552061885153281,"@piathelady No amount of overacting is too much when Excel crashes..tum lagi raho, justified hai 😁",[],text,en
194876,61cab3a8e482e8102f687778,1230919705570922496,"@stickeret @paanibhaat Hairstyle keeps changing wonly.. have it short now. And specs, yes. 😭",[],text,en
343518,61cbf968559a4dfe31d83588,1278591627607474178,"Again I repeat. The greatest love in the world is the one a mother has for her child. Unconditional, pure, intense and mostly one sided.",[],text,en
99167,61c22d559e4e228c8adff8fc,1410921697855766531,@rose_k01 51 (Not Out),[],text,en
415888,61d58cc57b77dfb5f288032d,1412681792209915908,@sanjukta Nehru Is responsible for Yousuf Khan  yo change name to Dilip Kumar,[],text,en
370208,61cc25ac136977e26a2eea66,1356537037789175808,@amritabhinder Exactly....... Propaganda machine of Congress &amp; pak agents in India are trying to create tension &amp; chaos but they will never be successful!,[],text,en
344278,61cbf9da559a4dfe31d836f4,1225405193384153089,@LangaMahesh Yes. That corporate was. Still is. Now imagine the sort of people part of RG’s core team!,[],text,en
406137,61cc3329ae2b73e6d2c79600,1278656144299266054,@IOnzzz_aara @thamizhtweetz @mrpaluvets @packiarajan Even cuss words revolve around women's physical features.,[],text,en
352446,61cbfd78fa21987b44f304bc,1258644222313291777,WOAHHH! HES A DAD 😩😩,[],text,en
7075,619dc431cb0b2af5f8284cdc,1257292148828966912,"527 positive out of 12823 test which is 4.1% till 5.45pm. Though % is very less. Stay home, Stay Safe.",[],text,en
327877,61cbf0fb0dfe2beea92cbc9c,1372871084542939142,Community wise list of ADMK+ and DMK+ candidates for TN Election 2021. Great work done by @Congress300seat  #TNAssemblyElections2021  Read and Share. 👇,[],text,en
69825,61c1dd07837af577b292fdcb,1402221275972521989,"@Dude_LebowskY @curlykrazy07 @netaji_bond How will the minority communities in Sickular India get vaccinated if #JaiShriRam is PASTED on vaccine covers? If any1 is smart then they can always remove the PASTED sticker &amp; replace it with ""Hail Mata MainoShree""  Pls PRINT &amp; don't PASTE!  #ChipkoDin isn't good #MainoTweets",[],text,en
340984,61cbf83734ebea570c110dd1,1290448227960053761,@mjunaidr Disgusting tweet!,[],text,en
401106,61cc314cc94765ac67e37052,1402994386510569483,@irfnab @_SUMI_Twitz_ Hey everybody 🙈🙈,[],text,en
363962,61cc07353c1dc9efcb0da09d,1384179974144286726,@Bharatojha03 @Pairkanpchuke10 @majorgauravarya Hypocrisy of Imran Khan Uyghurs are not even considered as humans there,[],text,en
74903,61c1decc837af577b2930187,1466438046232895488,@ReallySwara He's is telling the raw truth. Sickular Hindus won't understand it.,[],text,en
369773,61cc258fcb78dc17222fb8a4,1463733773535625217,"@_sabanaqvi They build airports, fortunately they don't do Ola-U-Uber and blast off the airports.",[],text,en
439340,61d5c2c27b77dfb5f2885ec9,1451790616656957440,"@IJaising Any evidence, we stopped believing women on face value......",[],text,en
489767,61d60cb67b77dfb5f28923c4,1402644167474302978,@meenakandasamy Pandemic is terrible.,[],text,en
351450,61cbfd0e2112c55a76d8705f,1235837904749879298,Superb trailer of a wonderful film with supremely talented actors @TillotamaShome cant wait to watch it    https://t.co/vjk7tJFqcw,[],text,en
366822,61cc23c66e97b3891821f216,1470124121501487105,@chinky_face I know your butt real I touched it in my dream 😭💅🏽,[],text,en
79292,61c1e074535acc3b9b3e1546,1350472718190166018,"In Loving Memory Orris Moen Entered Life September 26, 1948 Spokane, Washington At RestJanuary 15, 2021 Mesa, Arizona A victim of the Chinese Corona Virus Orris was a man with a magnetic smile naturally curly hair heart as big as all outdoors easy to talk to fun to visit with.  https://t.co/3ZdwKaYJBW",['https://pbs.twimg.com/media/Er3Xxz8VQAAI7ns.jpg'],image,en
460942,61d5e7227b77dfb5f288b32b,1380237407488933889,@bprerna Bht Hard bht hard 😅✌🏿,[],text,en
492799,61d611e27b77dfb5f2892f9c,1432965711597428736,@sagarikaghose Go get pappu mutra served with piddi biscuits.,[],text,en
470548,61d5f35e7b77dfb5f288d8b1,1379115416493035520,@rohini_sgh I dont think you have brains and wisdom to understand spirituality and teachings of Sadguru. Just keep drinking n spoil your life. I dont know what your journalistic credentials are. wonder y people follow u ! Pl don't comment on Sadguru.,[],text,en
434914,61d5b6027b77dfb5f2884d7f,1390006036560416771,@MahuaMoitra  https://t.co/iOEtuCAZLO If this is fake then take action against The Hindu. If not take action against the perpetrators,[],text,en
496158,61d615707b77dfb5f2893cbb,1383051693240164357,"@Tweet2Rhea Wah re Rhea, keya khel rachaye tune,  -8 June U left cz u hd a therapy session with Susan Walker. U said u hd anxiety attack in June. To Sush ko bipolar keu bola. U r bipolar -why did U contacted Dr. chawra on 3J? For fake medicines?    Police Covered Up SSR Murder  https://t.co/dayhibusP2","['https://pbs.twimg.com/media/EzGWK98VoAYsgpx.jpg', 'https://pbs.twimg.com/media/EzGWLWnUYAElcZ3.jpg', 'https://pbs.twimg.com/media/EzGWLyPVcAQsgyL.jpg']",image,en
118664,61c232c19249cc93bbd56bb0,1409468504776994818,@amanbindal24 @MeghUpdates Yes.. True,[],text,en
479480,61d5ff597b77dfb5f288fb95,1461744291340980227,@neetimohan18 Thank youuuu sooo... much miee diii for everything 🤗❤,[],text,en
490310,61d60d847b77dfb5f28925e3,1363027867588829185,@meenakandasamy @Gaamuk Is there any evident?,[],text,en
83053,61c1e1ee78e60889d95c6ea7,1424075266272514057,Jus shot the bitch she was sweet I pop tarts,[],text,en
442284,61d5cb557b77dfb5f2886a49,1383480389646241792,@bainjal Even haters chants More  Modi's name than bhakt.. these are also one type of bhakts,[],text,en
354549,61cbfe6b13febc7bffc45050,1252939287164850178,@pankaj171284 @DhruvRathee I didn't get you at all. RW LW what? I eat chicken beef pork mutton every day round the year. I see no connection between food and religion or God.,[],text,en
498388,61d619937b77dfb5f2894571,1401478658699583490,@AnushkaSharma  @Apurvasrani  @djbabuforeal  @mohammedhanif  #maskedsheep #MAGA  Very nice airdrop boss,[],text,en
2942,619dbf5a7fe8aa8d9d8acd72,1268444476609044481,#SushantSinghRajput's emotional note as he remembers late mother wins the internet; #RheaChakraborty loves it  https://t.co/nhQk3X468o,[],text,en
387595,61cc2b77347401f9a114fdb4,1390010860135804928,@Nishant2Pathare Honestly the entirety of BJP needs to resign. A political leader that only has one religion in mind and only wants the one religion to prosper despite it being a secular country is not fit to be a PM of the nation,[],text,en
489411,61d60c4d7b77dfb5f2892260,1446330178687234048,@meenakandasamy The discrimination on the basis of religion and citing violence among communities is something in the manifesto of the ruling party.The propaganda will soon be behind bars.Sheer kakistocracy and corpocracy.,[],text,en
117512,61c2327aed355737524ea020,1409741366632980481,@KishorPolya @shanubhogrU Let's talk to officials..,[],text,en
91263,61c1e522ed35dab7b3744f04,1353044839458164741,"Each day we add one tweet about #SyriasDisappeared to this thread  Until every single person is released  Until the remains of all who gave been murdered in Assad death camps are returned to their families  Until the arrests, disappearances, torture, rape &amp; murder ends",[],text,en
78082,61c1dff5837af577b2930412,1370801597316431872,"Whole of sickular hindus should be put to this trauma, for them to realize what they are about to loose &amp; with whom they have joined hands for few moments of glory &amp; hunger for money.",[],text,en
386773,61cc2b01347401f9a114fc95,1407766088948015106,📌Share Secular Talk Uploaded New YouTube Video #KyleKulinski  https://t.co/iiE8moghmV,[],text,en
386613,61cc2ae80a232c50795d6a73,1386380253925232644,"Virat : ""Bhai, tell me what squad should I choose? As you know, Indian cricket ke naye launde kabhi bhi kisi waqt kisi ko pel sakte hain. Abb isme chayan kiska karein? ""  Dhoni : ""Lemme think, bro""  https://t.co/fzMOOUkM2I",['https://pbs.twimg.com/media/Ez1pe4KVkAsXvmY.jpg'],image,en
27668,61c065099a58f3c7c3c5c6d2,1402310738916483073,@RanaAyyub oh now i understand what is love jihad. thank you rana!,[],text,en
449954,61d5d6b37b77dfb5f288883f,1358590140273205249,"@SethShruti why can't you talk about this?...  read your ""life time"", still it's not enough 🤬...👇  still NOT restored in Kashmir after 11315 days....  https://t.co/qWt8jfJGdP",['https://pbs.twimg.com/media/EtquhMRVEAEkRlY.jpg'],image,en
365777,61cc22c36e97b3891821ee2d,1354131787283386368,@chinky_face @Justjaniahxo That don’t even make sense,[],text,en
425389,61d59e367b77dfb5f288284a,1423712338889175042,@khanumarfa Just one stadium after his name and you guys started cribbing... Maza aa gya 😂😂,[],text,en
452136,61d5d95b7b77dfb5f28890c5,1468645529458552833,"@taslimanasreen Yes, the quality of life, comforts, facilities and benefits you enjoy are provided by state machinery and in your opinion, if state has no role in your life, then go, live in a remote jungle or mountain and enjoy your life without state intervention.",[],text,en
336418,61cbf3c69265885bc35f0f07,1377408934378541058,"Yesterday, Labor’s national conference voted to join the Liberals in not having a 2030 emissions target. Today, we learn that the Great Barrier Reef is all but doomed.   https://t.co/Ns8PshKkNn",[],text,en
456835,61d5e12c7b77dfb5f288a320,1476398282607788037,@RanaAyyub What the hell do call what Asaduddin said in his speech? Did you report it in your f WP?,[],text,en
422329,61d598ee7b77dfb5f2881c56,1418200294521978881,@SafooraZargar Eid Mubarak. May Allah accepts all your prayers.,[],text,en
440434,61d5c5977b77dfb5f288630f,1347273830860005377,@MiraPagliNair Great viewing,[],text,en
4735,619dc288cb0b2af5f82843b8,1136672076507561985,"A girl wishing to become a doctor  has a score in 12th 690/1200 , passed last year. Fails the neet exam this year and writes a letter filled with spelling mistakes that she wishes to die and now neet and govt and...  https://t.co/Lxj8sozLOV",[],text,en
342801,61cbf9189fc42cfb30e7a777,1282557641089146880,@manupubby Not very confident about gyms at the moment. It’s a virus heaven,[],text,en
194579,61cab38c722b2cf924a69706,1273506733596401664,Agree. Such “convenient” nationalism based on who the enemy is. China has been &amp; is India’s enemy number 1,[],text,en
494944,61d614047b77dfb5f28937fd,1388520476675248130,@HasibaAmin We never did! We just had power hunger monsters!,[],text,en
201397,61cab676d94c38b90d83112a,1277165012424052738,@KatyaTaylor Get well soon..... 💕,[],text,en
476793,61d5fc7f7b77dfb5f288f116,1471547375168614405,@rohini_sgh Is cannabis legal in Delhi ?,[],text,en
312385,61cb6ae1d6ef52bffa81431d,1475859625614454788,@bimbo_pink hi penny happy Tuesday babe a hope you are well and had a wonderful Xmas 🎄 🎅 🦃 💋💋💋💖💖💕💕💕😍😍,[],text,en
351005,61cbfcdf2112c55a76d87010,1239755345997615104,THIS!  NOW!,[],text,en
376314,61cc274a85fcc841cec973ba,1383426854145519617,"@ohho_mariyam Arey bhai badi dented painted log hai yaha par apna dil aur dimaagh sirf apne control me rakho taki koi apke jazbat se na khel sake.. remember my advice ""Trust everyone but never trust someone.""👍🙏",[],text,en
190250,61cab166ca270b14130bae28,1347932162885087233,@JayasreeVijayan @ShashiTharoor @INCIndia Hardly 100 Tractors... Longest in the world? 😂😂You need to visit a good doctor....  Showing one clip from different angles will not make it big..,[],text,en
15891,61bc717a065cab311e824ebd,1387739994824060928,This bitch comes in late to work every day and gets away with it because she is hot. What a fucking cunt #womenaretrash #WomenEmpowerment,[],text,en
487203,61d608817b77dfb5f28919c0,1342017926119845888,@nanditadas Right,[],text,en
32636,61c067119a58f3c7c3c5cddd,1434575740624719880,"#save_hindu_girl Begin with #EconomicBoycott Stop buying fruits, going to their Saloon and Puncture shops. Don't ever give employment to such people Love Jihad is everywhere Always be on alert in your locality and society  Spread awareness @sr7696 @WHCongress @SJayaBharti @vhporg",[],text,en
195775,61cab3ef2ac1831a61c02077,1269297692666101761,@qazizaid89 Good question!,[],text,en
116385,61c23233c996a0f24d3e07f2,1400753979479539712,@MBPatil Sir your efforts in these distress times are outstanding 🙏🏾,[],text,en
350644,61cbfcbd2112c55a76d86faf,1259195702506209280,This incident sums up the disastrous handling of this pandemic.  Shame!,[],text,en